order_item_id,so_number,item_number,product_id,product_name,category,quantity,unit,unit_price,discount_pct,line_total
SO-4500033-02,SO-4500033,0020,MAT010,Canon ImageRunner 2625i,Printers,13,EA,55000,5,679250.0
SO-4500033-03,SO-4500033,0030,MAT008,TP-Link WiFi 6 Router,Networking,9,EA,12000,0,108000.0
SO-4500033-04,SO-4500033,0040,MAT018,Jabra Evolve2 Headset,Peripherals,9,EA,8500,5,72675.0
SO-4500034-01,SO-4500034,0010,MAT011,Seagate 4TB External HDD,Storage,19,EA,7500,5,135375.0
SO-4500034-02,SO-4500034,0020,MAT001,Dell Latitude 5540 Laptop,Laptops,2,EA,72000,0,144000.0
SO-4500034-03,SO-4500034,0030,MAT004,Apple MacBook Air M2,Laptops,20,EA,114000,8,2097600.0
SO-4500034-04,SO-4500034,0040,MAT009,HP LaserJet Pro M404dn,Printers,12,EA,22000,5,250800.0
SO-4500034-05,SO-4500034,0050,MAT006,"LG 24"" Full HD Monitor",Monitors,14,EA,14000,10,176400.0
SO-4500035-01,SO-4500035,0010,MAT007,Cisco Catalyst 2960 Switch,Networking,17,EA,45000,10,688500.0
SO-4500035-02,SO-4500035,0020,MAT009,HP LaserJet Pro M404dn,Printers,7,EA,22000,5,146300.0
SO-4500035-03,SO-4500035,0030,MAT002,HP EliteBook 840 G10,Laptops,14,EA,85000,0,1190000.0
SO-4500035-04,SO-4500035,0040,MAT014,Logitech MX Master 3 Mouse,Peripherals,11,EA,4200,10,41580.0
SO-4500035-05,SO-4500035,0050,MAT001,Dell Latitude 5540 Laptop,Laptops,11,EA,72000,0,792000.0
SO-4500036-01,SO-4500036,0010,MAT011,Seagate 4TB External HDD,Storage,7,EA,7500,8,48300.0
SO-4500036-02,SO-4500036,0020,MAT013,APC 1500VA UPS,Power,13,EA,18000,2,229320.0
SO-4500036-03,SO-4500036,0030,MAT010,Canon ImageRunner 2625i,Printers,20,EA,55000,10,990000.0
SO-4500036-04,SO-4500036,0040,MAT005,"Samsung 27"" 4K Monitor",Monitors,10,EA,28000,8,257600.0
SO-4500037-01,SO-4500037,0010,MAT007,Cisco Catalyst 2960 Switch,Networking,15,EA,45000,8,621000.0
SO-4500037-02,SO-4500037,0020,MAT014,Logitech MX Master 3 Mouse,Peripherals,15,EA,4200,2,61740.0
SO-4500037-03,SO-4500037,0030,MAT011,Seagate 4TB External HDD,Storage,17,EA,7500,8,117300.0
SO-4500038-01,SO-4500038,0010,MAT020,Microsoft Office 365 (1 Year),Software,8,LIC,4200,2,32928.0
SO-4500038-02,SO-4500038,0020,MAT011,Seagate 4TB External HDD,Storage,5,EA,7500,0,37500.0
SO-4500038-03,SO-4500038,0030,MAT003,Lenovo ThinkPad E14,Laptops,2,EA,68000,2,133280.0
SO-4500038-04,SO-4500038,0040,MAT008,TP-Link WiFi 6 Router,Networking,16,EA,12000,10,172800.0
SO-4500038-05,SO-4500038,0050,MAT010,Canon ImageRunner 2625i,Printers,3,EA,55000,8,151800.0
SO-4500039-01,SO-4500039,0010,MAT013,APC 1500VA UPS,Power,13,EA,18000,2,229320.0
SO-4500039-02,SO-4500039,0020,MAT016,Lenovo ThinkCentre Desktop,Desktops,5,EA,52000,0,260000.0
SO-4500040-01,SO-4500040,0010,MAT017,Dell OptiPlex 5000 Desktop,Desktops,2,EA,48000,10,86400.0
SO-4500040-02,SO-4500040,0020,MAT015,Corsair Mechanical Keyboard,Peripherals,8,EA,6500,0,52000.0
SO-4500041-01,SO-4500041,0010,MAT018,Jabra Evolve2 Headset,Peripherals,18,EA,8500,8,140760.0
SO-4500041-02,SO-4500041,0020,MAT011,Seagate 4TB External HDD,Storage,6,EA,7500,8,41400.0
SO-4500041-03,SO-4500041,0030,MAT015,Corsair Mechanical Keyboard,Peripherals,15,EA,6500,5,92625.0
SO-4500041-04,SO-4500041,0040,MAT017,Dell OptiPlex 5000 Desktop,Desktops,8,EA,48000,5,364800.0
SO-4500041-05,SO-4500041,0050,MAT014,Logitech MX Master 3 Mouse,Peripherals,17,EA,4200,8,65688.0
SO-4500042-01,SO-4500042,0010,MAT008,TP-Link WiFi 6 Router,Networking,11,EA,12000,10,118800.0
SO-4500042-02,SO-4500042,0020,MAT009,HP LaserJet Pro M404dn,Printers,3,EA,22000,2,64680.0
SO-4500042-03,SO-4500042,0030,MAT011,Seagate 4TB External HDD,Storage,5,EA,7500,2,36750.0
SO-4500043-01,SO-4500043,0010,MAT003,Lenovo ThinkPad E14,Laptops,14,EA,68000,5,904400.0
SO-4500043-02,SO-4500043,0020,MAT014,Logitech MX Master 3 Mouse,Peripherals,18,EA,4200,8,69552.0
SO-4500044-01,SO-4500044,0010,MAT013,APC 1500VA UPS,Power,16,EA,18000,0,288000.0
SO-4500044-02,SO-4500044,0020,MAT019,D-Link 24-Port Patch Panel,Networking,12,EA,5500,5,62700.0
SO-4500044-03,SO-4500044,0030,MAT001,Dell Latitude 5540 Laptop,Laptops,13,EA,72000,8,861120.0
SO-4500044-04,SO-4500044,0040,MAT020,Microsoft Office 365 (1 Year),Software,18,LIC,4200,10,68040.0
SO-4500045-01,SO-4500045,0010,MAT014,Logitech MX Master 3 Mouse,Peripherals,13,EA,4200,5,51870.0
SO-4500045-02,SO-4500045,0020,MAT016,Lenovo ThinkCentre Desktop,Desktops,13,EA,52000,2,662480.0
SO-4500045-03,SO-4500045,0030,MAT001,Dell Latitude 5540 Laptop,Laptops,15,EA,72000,2,1058400.0
SO-4500046-01,SO-4500046,0010,MAT019,D-Link 24-Port Patch Panel,Networking,14,EA,5500,2,75460.0
SO-4500046-02,SO-4500046,0020,MAT020,Microsoft Office 365 (1 Year),Software,15,LIC,4200,2,61740.0
SO-4500046-03,SO-4500046,0030,MAT001,Dell Latitude 5540 Laptop,Laptops,2,EA,72000,5,136800.0
SO-4500046-04,SO-4500046,0040,MAT003,Lenovo ThinkPad E14,Laptops,13,EA,68000,5,839800.0
SO-4500047-01,SO-4500047,0010,MAT009,HP LaserJet Pro M404dn,Printers,16,EA,22000,0,352000.0
SO-4500047-02,SO-4500047,0020,MAT014,Logitech MX Master 3 Mouse,Peripherals,18,EA,4200,0,75600.0
SO-4500047-03,SO-4500047,0030,MAT020,Microsoft Office 365 (1 Year),Software,12,LIC,4200,2,49392.0
SO-4500047-04,SO-4500047,0040,MAT003,Lenovo ThinkPad E14,Laptops,3,EA,68000,0,204000.0
SO-4500048-01,SO-4500048,0010,MAT020,Microsoft Office 365 (1 Year),Software,5,LIC,4200,2,20580.0
SO-4500049-01,SO-4500049,0010,MAT007,Cisco Catalyst 2960 Switch,Networking,20,EA,45000,10,810000.0
SO-4500049-02,SO-4500049,0020,MAT015,Corsair Mechanical Keyboard,Peripherals,4,EA,6500,2,25480.0
SO-4500049-03,SO-4500049,0030,MAT009,HP LaserJet Pro M404dn,Printers,10,EA,22000,0,220000.0
SO-4500049-04,SO-4500049,0040,MAT012,Samsung 1TB NVMe SSD,Storage,19,EA,9500,0,180500.0
SO-4500049-05,SO-4500049,0050,MAT006,"LG 24"" Full HD Monitor",Monitors,10,EA,14000,10,126000.0
SO-4500050-01,SO-4500050,0010,MAT003,Lenovo ThinkPad E14,Laptops,8,EA,68000,0,544000.0
SO-4500050-02,SO-4500050,0020,MAT019,D-Link 24-Port Patch Panel,Networking,10,EA,5500,10,49500.0
SO-4500051-01,SO-4500051,0010,MAT012,Samsung 1TB NVMe SSD,Storage,18,EA,9500,8,157320.0
SO-4500052-01,SO-4500052,0010,MAT001,Dell Latitude 5540 Laptop,Laptops,4,EA,72000,8,264960.0
SO-4500052-02,SO-4500052,0020,MAT014,Logitech MX Master 3 Mouse,Peripherals,12,EA,4200,8,46368.0
SO-4500052-03,SO-4500052,0030,MAT016,Lenovo ThinkCentre Desktop,Desktops,5,EA,52000,8,239200.0
SO-4500053-01,SO-4500053,0010,MAT020,Microsoft Office 365 (1 Year),Software,15,LIC,4200,8,57960.0
SO-4500053-02,SO-4500053,0020,MAT018,Jabra Evolve2 Headset,Peripherals,19,EA,8500,5,153425.0
SO-4500053-03,SO-4500053,0030,MAT016,Lenovo ThinkCentre Desktop,Desktops,11,EA,52000,2,560560.0
SO-4500054-01,SO-4500054,0010,MAT015,Corsair Mechanical Keyboard,Peripherals,20,EA,6500,8,119600.0
SO-4500054-02,SO-4500054,0020,MAT019,D-Link 24-Port Patch Panel,Networking,11,EA,5500,0,60500.0
SO-4500055-01,SO-4500055,0010,MAT007,Cisco Catalyst 2960 Switch,Networking,9,EA,45000,10,364500.0
SO-4500055-02,SO-4500055,0020,MAT012,Samsung 1TB NVMe SSD,Storage,9,EA,9500,10,76950.0
SO-4500055-03,SO-4500055,0030,MAT009,HP LaserJet Pro M404dn,Printers,1,EA,22000,10,19800.0
SO-4500055-04,SO-4500055,0040,MAT011,Seagate 4TB External HDD,Storage,7,EA,7500,0,52500.0
SO-4500056-01,SO-4500056,0010,MAT008,TP-Link WiFi 6 Router,Networking,3,EA,12000,5,34200.0
SO-4500056-02,SO-4500056,0020,MAT016,Lenovo ThinkCentre Desktop,Desktops,8,EA,52000,8,382720.0
SO-4500056-03,SO-4500056,0030,MAT019,D-Link 24-Port Patch Panel,Networking,8,EA,5500,5,41800.0
SO-4500056-04,SO-4500056,0040,MAT015,Corsair Mechanical Keyboard,Peripherals,19,EA,6500,5,117325.0
SO-4500056-05,SO-4500056,0050,MAT001,Dell Latitude 5540 Laptop,Laptops,16,EA,72000,10,1036800.0
SO-4500057-01,SO-4500057,0010,MAT011,Seagate 4TB External HDD,Storage,9,EA,7500,2,66150.0
SO-4500057-02,SO-4500057,0020,MAT012,Samsung 1TB NVMe SSD,Storage,4,EA,9500,2,37240.0
SO-4500057-03,SO-4500057,0030,MAT015,Corsair Mechanical Keyboard,Peripherals,11,EA,6500,0,71500.0
SO-4500057-04,SO-4500057,0040,MAT009,HP LaserJet Pro M404dn,Printers,18,EA,22000,2,388080.0
SO-4500057-05,SO-4500057,0050,MAT010,Canon ImageRunner 2625i,Printers,7,EA,55000,2,377300.0
SO-4500058-01,SO-4500058,0010,MAT020,Microsoft Office 365 (1 Year),Software,8,LIC,4200,5,31920.0
SO-4500058-02,SO-4500058,0020,MAT010,Canon ImageRunner 2625i,Printers,6,EA,55000,5,313500.0
SO-4500058-03,SO-4500058,0030,MAT004,Apple MacBook Air M2,Laptops,1,EA,114000,10,102600.0
SO-4500058-04,SO-4500058,0040,MAT007,Cisco Catalyst 2960 Switch,Networking,5,EA,45000,5,213750.0
SO-4500058-05,SO-4500058,0050,MAT019,D-Link 24-Port Patch Panel,Networking,2,EA,5500,0,11000.0
SO-4500059-01,SO-4500059,0010,MAT016,Lenovo ThinkCentre Desktop,Desktops,1,EA,52000,10,46800.0
SO-4500059-02,SO-4500059,0020,MAT004,Apple MacBook Air M2,Laptops,10,EA,114000,8,1048800.0
SO-4500060-01,SO-4500060,0010,MAT009,HP LaserJet Pro M404dn,Printers,16,EA,22000,0,352000.0
SO-4500061-01,SO-4500061,0010,MAT002,HP EliteBook 840 G10,Laptops,8,EA,85000,0,680000.0
SO-4500061-02,SO-4500061,0020,MAT005,"Samsung 27"" 4K Monitor",Monitors,18,EA,28000,8,463680.0
SO-4500061-03,SO-4500061,0030,MAT019,D-Link 24-Port Patch Panel,Networking,20,EA,5500,10,99000.0
SO-4500061-04,SO-4500061,0040,MAT010,Canon ImageRunner 2625i,Printers,20,EA,55000,2,1078000.0
SO-4500061-05,SO-4500061,0050,MAT003,Lenovo ThinkPad E14,Laptops,17,EA,68000,8,1063520.0
SO-4500062-01,SO-4500062,0010,MAT014,Logitech MX Master 3 Mouse,Peripherals,7,EA,4200,5,27930.0
SO-4500062-02,SO-4500062,0020,MAT010,Canon ImageRunner 2625i,Printers,3,EA,55000,2,161700.0
SO-4500062-03,SO-4500062,0030,MAT002,HP EliteBook 840 G10,Laptops,8,EA,85000,2,666400.0
SO-4500062-04,SO-4500062,0040,MAT004,Apple MacBook Air M2,Laptops,18,EA,114000,0,2052000.0
SO-4500062-05,SO-4500062,0050,MAT007,Cisco Catalyst 2960 Switch,Networking,6,EA,45000,0,270000.0
SO-4500063-01,SO-4500063,0010,MAT010,Canon ImageRunner 2625i,Printers,10,EA,55000,8,506000.0
SO-4500063-02,SO-4500063,0020,MAT002,HP EliteBook 840 G10,Laptops,3,EA,85000,2,249900.0
SO-4500063-03,SO-4500063,0030,MAT008,TP-Link WiFi 6 Router,Networking,9,EA,12000,10,97200.0
SO-4500063-04,SO-4500063,0040,MAT020,Microsoft Office 365 (1 Year),Software,7,LIC,4200,8,27048.0
SO-4500064-01,SO-4500064,0010,MAT009,HP LaserJet Pro M404dn,Printers,3,EA,22000,0,66000.0
SO-4500064-02,SO-4500064,0020,MAT005,"Samsung 27"" 4K Monitor",Monitors,6,EA,28000,5,159600.0
SO-4500065-01,SO-4500065,0010,MAT015,Corsair Mechanical Keyboard,Peripherals,10,EA,6500,8,59800.0
SO-4500065-02,SO-4500065,0020,MAT004,Apple MacBook Air M2,Laptops,9,EA,114000,10,923400.0
SO-4500065-03,SO-4500065,0030,MAT020,Microsoft Office 365 (1 Year),Software,18,LIC,4200,8,69552.0
SO-4500066-01,SO-4500066,0010,MAT011,Seagate 4TB External HDD,Storage,8,EA,7500,10,54000.0
SO-4500066-02,SO-4500066,0020,MAT009,HP LaserJet Pro M404dn,Printers,19,EA,22000,0,418000.0
SO-4500066-03,SO-4500066,0030,MAT001,Dell Latitude 5540 Laptop,Laptops,9,EA,72000,10,583200.0
SO-4500066-04,SO-4500066,0040,MAT003,Lenovo ThinkPad E14,Laptops,2,EA,68000,2,133280.0
SO-4500067-01,SO-4500067,0010,MAT006,"LG 24"" Full HD Monitor",Monitors,16,EA,14000,0,224000.0
SO-4500067-02,SO-4500067,0020,MAT019,D-Link 24-Port Patch Panel,Networking,16,EA,5500,5,83600.0
SO-4500067-03,SO-4500067,0030,MAT014,Logitech MX Master 3 Mouse,Peripherals,14,EA,4200,5,55860.0
SO-4500068-01,SO-4500068,0010,MAT011,Seagate 4TB External HDD,Storage,16,EA,7500,5,114000.0
SO-4500068-02,SO-4500068,0020,MAT014,Logitech MX Master 3 Mouse,Peripherals,13,EA,4200,10,49140.0
SO-4500069-01,SO-4500069,0010,MAT011,Seagate 4TB External HDD,Storage,17,EA,7500,0,127500.0
SO-4500069-02,SO-4500069,0020,MAT004,Apple MacBook Air M2,Laptops,18,EA,114000,8,1887840.0
SO-4500069-03,SO-4500069,0030,MAT013,APC 1500VA UPS,Power,14,EA,18000,0,252000.0
SO-4500070-01,SO-4500070,0010,MAT015,Corsair Mechanical Keyboard,Peripherals,18,EA,6500,2,114660.0
SO-4500070-02,SO-4500070,0020,MAT002,HP EliteBook 840 G10,Laptops,10,EA,85000,8,782000.0
SO-4500070-03,SO-4500070,0030,MAT007,Cisco Catalyst 2960 Switch,Networking,16,EA,45000,0,720000.0
SO-4500070-04,SO-4500070,0040,MAT009,HP LaserJet Pro M404dn,Printers,1,EA,22000,10,19800.0
SO-4500071-01,SO-4500071,0010,MAT001,Dell Latitude 5540 Laptop,Laptops,4,EA,72000,8,264960.0
SO-4500071-02,SO-4500071,0020,MAT018,Jabra Evolve2 Headset,Peripherals,4,EA,8500,2,33320.0
SO-4500071-03,SO-4500071,0030,MAT014,Logitech MX Master 3 Mouse,Peripherals,16,EA,4200,5,63840.0
SO-4500071-04,SO-4500071,0040,MAT003,Lenovo ThinkPad E14,Laptops,17,EA,68000,5,1098200.0
SO-4500071-05,SO-4500071,0050,MAT008,TP-Link WiFi 6 Router,Networking,14,EA,12000,8,154560.0
SO-4500072-01,SO-4500072,0010,MAT013,APC 1500VA UPS,Power,20,EA,18000,10,324000.0
SO-4500072-02,SO-4500072,0020,MAT007,Cisco Catalyst 2960 Switch,Networking,5,EA,45000,0,225000.0
SO-4500073-01,SO-4500073,0010,MAT011,Seagate 4TB External HDD,Storage,10,EA,7500,5,71250.0
SO-4500073-02,SO-4500073,0020,MAT017,Dell OptiPlex 5000 Desktop,Desktops,19,EA,48000,10,820800.0
SO-4500073-03,SO-4500073,0030,MAT009,HP LaserJet Pro M404dn,Printers,16,EA,22000,2,344960.0
SO-4500073-04,SO-4500073,0040,MAT001,Dell Latitude 5540 Laptop,Laptops,15,EA,72000,10,972000.0
SO-4500074-01,SO-4500074,0010,MAT013,APC 1500VA UPS,Power,19,EA,18000,8,314640.0
SO-4500074-02,SO-4500074,0020,MAT015,Corsair Mechanical Keyboard,Peripherals,8,EA,6500,8,47840.0
SO-4500074-03,SO-4500074,0030,MAT011,Seagate 4TB External HDD,Storage,2,EA,7500,5,14250.0
SO-4500074-04,SO-4500074,0040,MAT007,Cisco Catalyst 2960 Switch,Networking,16,EA,45000,8,662400.0
SO-4500074-05,SO-4500074,0050,MAT008,TP-Link WiFi 6 Router,Networking,13,EA,12000,2,152880.0
SO-4500075-01,SO-4500075,0010,MAT011,Seagate 4TB External HDD,Storage,1,EA,7500,2,7350.0
